,Race,Sex,Age,Occupation,Year,Male,B
297,B,M,22,Porter,1910,1,1
298,B,M,27,Yard man at private house,1910,1,1
299,B,M,26,Laborer,1910,1,1
0,W,M,32,Blacksmith At Shops,1920,1,0
1,W,F,27,Dress Maker At Home,1920,0,0
6,B,M,35,Longshoreman At Port,1920,1,1
8,B,F,51,Washing At Home,1920,0,1
9,B,M,26,Cook,1920,1,1
11,B,M,28,Tailor At Shop,1920,1,1
12,B,M,43,Stockman At Farm,1920,1,1
13,B,F,30,Dress Maker At Home,1920,0,1
14,B,M,31,Laborer,1920,1,1
16,B,M,40,Driver,1920,1,1
17,B,M,33,Cook,1920,1,1
18,B,F,30,Workerwoman At Home,1920,0,1
19,W,M,30,Laborer,1920,1,0
23,W,M,29,Cook,1920,1,0
24,B,M,62,Longshoreman At Port,1920,1,1
26,W,M,29,Laborer,1920,1,0
30,W,M,40,Laborer,1920,1,0
31,W,M,21,Mechanic At Rr Shop,1920,1,0
35,W,M,70,Laborer,1920,1,0
37,B,F,25,Workwoman At Home,1920,0,1
40,B,M,42,Laborer,1920,1,1
41,B,M,39,Laborer,1920,1,1
42,W,M,34,Laborer,1920,1,0
44,W,M,38,Help At Hotel,1920,1,0
46,W,M,19,Help At Hotel,1920,1,0
50,W,F,50,Owner of Business,1920,0,0
51,W,M,25,Laborer,1920,1,0
52,W,F,21,Assistant,1920,0,0
53,W,M,45,Cook,1920,1,0
54,W,M,50,Dishwasher At Hotel,1920,1,0
55,W,M,60,"Tomeles Maker, ? And Peddler At Homer Street",1920,1,0
59,W,M,25,Driver,1920,1,0
60,W,M,47,Candy Maker At Teller Street,1920,1,0
62,W,M,17,Waitress,1920,1,0
63,W,M,15,Driver,1920,1,0
65,W,M,52,Laborer,1920,1,0
66,W,M,35,Laborer,1920,1,0
70,W,M,40,Laborer,1920,1,0
73,W,M,25,Farmer,1920,1,0
75,W,M,25,Laborer,1920,1,0
76,B,F,40,Washwoman,1920,0,1
77,B,M,24,Laborer,1920,1,1
78,B,F,15,Hired Girl At Private Family,1920,0,1
81,B,F,50,Washwoman,1920,0,1
82,B,M,60,Driver,1920,1,1
83,B,F,60,Washwoman,1920,0,1
84,B,F,40,Nurse,1920,0,1
85,W,F,26,Owner of Business,1920,0,0
87,W,M,35,Dishwasher At Restaurant,1920,1,0
88,W,M,29,Yard Man At Restaurant,1920,1,0
89,W,M,27,Bus Boy At Restaurant,1920,1,0
90,W,M,24,Bus Boy At Restaurant,1920,1,0
91,B,M,67,Boiler Maker At Factory,1920,1,1
92,B,M,28,Carpenter,1920,1,1
93,W,M,44,Laborer,1920,1,0
94,W,F,37,Ironer At Laundry,1920,0,0
95,W,M,22,Laborer,1920,1,0
98,W,M,23,Laborer,1920,1,0
100,B,F,25,Workwokman At Home,1920,0,1
101,B,M,18,Laborer,1920,1,1
102,B,M,16,Laborer,1920,1,1
103,B,M,24,Laborer,1920,1,1
104,W,M,55,Dishwasher At Hotel,1920,1,0
106,W,M,24,Dishwasher At Hotel,1920,1,0
107,W,M,35,None (Sickly),1920,1,0
108,W,M,28,Washwoman,1920,1,0
109,W,F,16,Washwoman,1920,0,0
113,W,M,37,Laborer,1920,1,0
116,W,M,35,Laborer,1920,1,0
119,W,M,38,Laborer,1920,1,0
120,W,M,45,Laborer,1920,1,0
122,W,M,33,Laborer,1920,1,0
124,W,M,18,Assistant,1920,1,0
125,W,M,20,Help At Hotel,1920,1,0
126,W,F,38,Washwoman,1920,0,0
129,W,F,42,Washwoman,1920,0,0
130,W,M,32,Bus Boy At Hotel,1920,1,0
131,W,M,54,Laborer,1920,1,0
133,W,M,44,Laborer,1920,1,0
135,W,M,24,Laborer,1920,1,0
136,W,M,23,Laborer,1920,1,0
137,W,M,17,Laborer,1920,1,0
138,W,M,22,Laborer,1920,1,0
141,W,M,36,Laborer,1920,1,0
142,W,F,36,Washwoman,1920,0,0
145,W,M,48,Laborer,1920,1,0
146,W,M,23,Laborer,1920,1,0
148,W,M,33,Laborer,1920,1,0
149,W,M,24,Laborer,1920,1,0
153,W,M,25,Laborer,1920,1,0
154,W,M,35,Laborer,1920,1,0
155,W,F,30,Washwoman,1920,0,0
160,B,F,39,Washwoman,1920,0,1
162,B,F,17,Nurse,1920,0,1
163,B,M,36,Driver,1920,1,1
164,W,M,37,Laborer,1920,1,0
167,W,M,28,Cook,1920,1,0
168,B,M,38,Cook,1920,1,1
169,B,F,47,Washwoman,1920,0,1
170,B,F,37,Washwoman,1920,0,1
171,B,M,40,Cook,1920,1,1
172,B,M,25,Laborer,1920,1,1
173,B,F,21,Waitress,1920,0,1
174,B,M,37,Laborer,1920,1,1
175,B,M,32,Cook,1920,1,1
176,B,M,40,Waitress,1920,1,1
177,B,F,30,Washwoman,1920,0,1
184,B,F,22,Washwoman,1920,0,1
189,B,F,36,Washwoman,1920,0,1
190,B,M,21,Porter,1920,1,1
192,B,M,38,Wringer Man At Laundry,1920,1,1
193,B,M,29,Weigher At Cotton Pickery ,1920,1,1
194,B,F,28,Washwoman,1920,0,1
195,B,F,18,Nurse,1920,0,1
197,B,M,33,Laborer,1920,1,1
199,W,F,28,Owner of Business,1920,0,0
200,W,M,40,Laborer,1920,1,0
201,W,M,36,Laborer,1920,1,0
202,W,M,36,Laborer,1920,1,0
203,W,M,25,Laborer,1920,1,0
204,W,M,25,Bus Boy At Restaurant,1920,1,0
206,W,M,57,Laborer,1920,1,0
209,W,M,51,Baker At Bakery,1920,1,0
213,W,M,24,Laborer,1920,1,0
214,W,F,18,Wrapper At Department Store,1920,0,0
215,B,M,38,Cleaner,1920,1,1
216,B,F,36,Laundress,1920,0,1
217,B,F,20,Cook,1920,0,1
219,W,F,35,Seamstress,1920,0,0
221,W,M,33,Worker At Oil Fields,1920,1,0
222,W,M,31,Pipe Liner At Oil Company,1920,1,0
223,W,M,27,Pipe Liner At Oil Company,1920,1,0
224,W,M,30,Driver,1920,1,0
226,W,M,15,Driver,1920,1,0
230,W,M,30,Painter At Houses,1920,1,0
237,W,M,20,Dishwasher At Restaurant,1920,1,0
239,B,M,67,Janitor,1920,1,1
240,B,F,61,Washwoman,1920,0,1
241,B,M,36,Cook,1920,1,1
242,B,M,26,Hired Man At Farm,1920,1,1
243,B,M,27,Mechanic At Garage,1920,1,1
244,B,M,21,Cook,1920,1,1
245,B,M,54,Carpenter,1920,1,1
246,B,F,53,Washwoman,1920,0,1
248,B,M,25,Porter,1920,1,1
249,B,F,25,Cook,1920,0,1
251,B,M,47,Porter,1920,1,1
252,B,F,22,Washwoman,1920,0,1
253,B,F,56,Washwoman,1920,0,1
254,B,M,15,Oiler At Garage,1920,1,1
255,B,M,24,Driller At Wells,1920,1,1
256,B,M,32,Laborer,1920,1,1
257,B,M,48,Laborer,1920,1,1
258,B,F,33,Laundress,1920,0,1
259,B,M,13,Assistant,1920,1,1
260,B,M,11,Assistant,1920,1,1
262,B,F,49,Housemaid At Private Family,1920,0,1
264,B,F,37,Dishwasher At Restaurant,1920,0,1
265,B,F,35,Cook,1920,0,1
266,B,M,43,Laborer,1920,1,1
267,B,F,32,Washwoman,1920,0,1
268,B,F,23,Cook,1920,0,1
269,W,M,54,Owner of Business,1920,1,0
271,W,M,26,Clerk,1920,1,0
274,W,M,21,Driver,1920,1,0
280,W,M,35,Owner of Business,1920,1,0
285,W,M,29,Cooler Man At Packing Company,1920,1,0
291,W,F,55,Starcher At Laundry,1920,0,0
292,W,M,34,Packer At Furniture Company,1920,1,0
294,W,M,49,Solicitor At Furniture Company,1920,1,0
296,W,M,28,Salesman At Fish Company,1920,1,0
300,W,M,41,Chauffeur,1920,1,0
301,W,M,69,Owner of Business,1920,1,0
305,W,M,31,Manager,1920,1,0
306,W,M,28,Collector At Real Estate,1920,1,0
310,W,F,59,Washwoman,1920,0,0
311,W,F,30,Washwoman,1920,0,0
312,W,M,27,Chief Operator At Moringe Pic. Thea.,1920,1,0
314,W,F,21,Actress At Theatrical Company,1920,0,0
316,W,M,36,Carpenter,1920,1,0
318,W,F,21,Stenographer At Livie Club,1920,0,0
319,W,M,24,Driver,1920,1,0
321,W,M,39,Sollicitor At Laundry,1920,1,0
322,W,F,36,Proprietor At Rooming House,1920,0,0
325,W,M,35,Barber,1920,1,0
328,W,M,46,Assistant,1920,1,0
331,W,F,44,Dispenser At Soda,1920,0,0
336,W,M,24,Driller At Oil Company,1920,1,0
337,W,M,18,Laborer,1920,1,0
338,W,F,17,Cashier At Drug Company,1920,0,0
339,W,M,29,Butcher At Packing Company,1920,1,0
343,W,F,43,Maid,1920,0,0
344,W,M,13,Assistant,1920,1,0
345,W,F,50,Seamstress,1920,0,0
346,W,M,33,Waitress,1920,1,0
350,W,M,41,Trackman At Railway,1920,1,0
351,W,F,28,Clerk,1920,0,0
356,W,M,26,Salesman At Grocery,1920,1,0
359,W,M,36,Steamfibler At R Road Company,1920,1,0
364,W,M,48,Farmer Renter At Farm,1920,1,0
367,W,M,40,Barber,1920,1,0
369,W,M,22,Presser,1920,1,0
370,W,M,20,Presser,1920,1,0
373,W,M,65,Retired Book Publisher At Book Company,1920,1,0
374,W,M,29,Dealer At Poultry,1920,1,0
375,W,M,24,Owner of Business,1920,1,0
378,W,M,42,Clerk,1920,1,0
380,W,M,18,Operator At Elevator,1920,1,0
381,W,M,13,Newsboy At M Paper Company,1920,1,0
384,W,M,31,Harness Maker For Harness Company,1920,1,0
388,W,M,20,Bookkeeper At Harness Company,1920,1,0
389,W,M,35,Veterinary Doctor,1920,1,0
391,W,F,55,Owner of Business,1920,0,0
392,W,M,24,Farmworker At Farms,1920,1,0
393,W,M,61,Miller At New Mill,1920,1,0
395,W,M,25,Laborer,1920,1,0
398,W,M,32,Driver,1920,1,0
402,W,M,35,Salesman At Ice Cream Company,1920,1,0
407,W,M,51,Engineer At Railway Company,1920,1,0
409,W,M,24,Manager,1920,1,0
410,W,M,21,Fireman At Railway Company,1920,1,0
411,W,F,18,Clerk,1920,0,0
412,W,M,21,Paymaster At Oil Company,1920,1,0
413,W,F,24,Office Girl At Physician ,1920,0,0
414,W,F,21,Office Girl At Physician ,1920,0,0
415,W,F,18,Office Girl At Lawyer,1920,0,0
416,W,M,32,Clerk,1920,1,0
420,W,M,47,Lawyer At General Practice,1920,1,0
422,W,M,43,Contractor At Paint Firm,1920,1,0
424,W,F,19,Operator At Telephone,1920,0,0
425,W,M,17,Painter At Paint Firm,1920,1,0
428,W,M,24,Salesman At Motor Company ,1920,1,0
430,W,M,37,Carpenter,1920,1,0
433,W,F,42,Operator At Hemstitching Machine,1920,0,0
434,W,F,19,Operater At Telephone Company,1920,0,0
435,W,M,60,Owner of Business,1920,1,0
436,W,F,53,Manager,1920,0,0
437,W,M,37,Cook,1920,1,0
438,W,F,32,Abstracter At Loan And Investments,1920,0,0
439,W,M,21,Clerk,1920,1,0
441,W,F,52,Dressmaker At Home,1920,0,0
442,W,M,19,Stenographer At Oil Company,1920,1,0
443,W,M,28,Farmer At Home,1920,1,0
444,W,M,23,Mechanic At Automobile Company,1920,1,0
445,W,M,36,Waitress,1920,1,0
447,W,M,20,Timekeeper At Oil Company,1920,1,0
448,W,F,18,Seamstress,1920,0,0
449,W,M,41,Clerk,1920,1,0
450,W,F,41,Owner of Business,1920,0,0
452,W,F,46,Operator At Telephone Company,1920,0,0
453,W,M,29,Carpenter,1920,1,0
455,W,M,23,Ironworker At Construction Company,1920,1,0
458,W,M,28,Ironworker At Construction Company,1920,1,0
460,W,M,59,Farmer At Wheat,1920,1,0
462,W,M,43,Carpenter,1920,1,0
463,W,F,44,Weaver At Textile Mills,1920,0,0
465,W,M,23,Barber,1920,1,0
466,W,M,17,Pipefiller At Gas Works,1920,1,0
469,W,M,22,Painter At Buildings,1920,1,0
471,W,M,49,Carpenter,1920,1,0
472,W,F,48,Nurse,1920,0,0
474,B,F,36,Seamstress,1920,0,1
475,B,M,15,Delivery Boy At Drug Store,1920,1,1
477,W,F,43,Cook,1920,0,0
478,W,F,32,Cook,1920,0,0
479,W,M,43,Painter At Buildings,1920,1,0
480,W,M,38,Owner of Business,1920,1,0
481,W,F,32,Clerk,1920,0,0
483,W,F,36,Photographer At Photo Firms,1920,0,0
484,W,M,40,Musician At Brewing House,1920,1,0
486,W,M,33,Clerk,1920,1,0
490,W,M,42,Clerk,1920,1,0
491,W,M,40,Clerk,1920,1,0
492,W,M,34,Clerk,1920,1,0
493,W,M,30,Pressmaker At Painting Company,1920,1,0
500,W,M,24,Cook,1920,1,0
501,W,F,25,Operator At Telephone Company,1920,0,0
502,W,M,24,Lineman At Line And Power Company,1920,1,0
504,W,F,19,Clerk,1920,0,0
505,W,M,51,Lawyer At General Practice,1920,1,0
507,W,F,21,Teacher At Music At Home,1920,0,0
511,W,M,47,Bookkeeper At Loan Company,1920,1,0
513,W,M,24,Travelling Salesman At Dry Goods Company,1920,1,0
514,W,M,48,Travelling Salesman At Dry Goods Company,1920,1,0
517,W,M,26,Cook,1920,1,0
520,W,M,38,Inspector At Railroad Company,1920,1,0
521,W,F,35,Secretary At Medicine Company,1920,0,0
522,W,M,39,Clerk,1920,1,0
524,W,M,55,Conductor At Railroad Company,1920,1,0
526,W,M,25,Accountant At Light And Power Company,1920,1,0
527,W,F,37,Saleslady At Seed House,1920,0,0
528,W,F,17,Stenographer At Lawyer'S Office,1920,0,0
532,W,M,61,Warehouse Worker At The Us Government,1920,1,0
534,W,M,26,Bookkeeper At Department Store,1920,1,0
535,W,F,22,Cashier At Department Store,1920,0,0
537,W,M,17,Soda Dispenser At Drug Store,1920,1,0
538,W,M,67,Real Estate At Agent,1920,1,0
540,W,M,41,Retail Salesman At Oil Company,1920,1,0
542,W,M,27,Bell Boy At Hotel,1920,1,0
545,W,M,33,Pressman At Printing Company,1920,1,0
546,W,F,33,None ,1920,0,0
548,W,M,25,Electric Welder At Murphy Company,1920,1,0
551,W,F,23,Stenographer At Dictephone Company,1920,0,0
552,W,M,22,Mechanic At Automobile Company,1920,1,0
553,W,F,18,Stenographer At Oil Company,1920,0,0
554,W,M,22,Mechanic At Auto Line,1920,1,0
555,W,M,33,Clerk,1920,1,0
557,W,M,24,Clerk,1920,1,0
558,W,M,22,Refinery Worker At Oil Company,1920,1,0
559,W,M,20,Clerk,1920,1,0
560,W,M,39,Mechanic At Automobile Company,1920,1,0
561,W,F,28,Stenographer At Home,1920,0,0
562,W,M,54,Live Stock Buyer At Packing Company,1920,1,0
563,W,M,31,Bricklayer,1920,1,0
565,W,M,37,Painter At Buildings,1920,1,0
566,W,F,35,Teacher At Public School,1920,0,0
568,W,M,40,Bricklayer,1920,1,0
570,W,M,53,Retired Mechanic At Railway,1920,1,0
572,W,F,27,Vocal Teacher At Music Company,1920,0,0
573,W,M,24,Truck Contractor At Government,1920,1,0
574,W,F,20,Teacher At Dance,1920,0,0
575,B,M,45,Driver,1920,1,1
577,B,F,40,Washerwoman At Home,1920,0,1
578,W,M,41,Mechanic At Dairy Products Company,1920,1,0
579,W,F,43,Owner of Business,1920,0,0
580,W,F,18,Operator At Telephone Company,1920,0,0
581,W,F,16,Operator At Telephone Company,1920,0,0
583,W,M,56,Park Keeper At City,1920,1,0
584,W,F,46,Garment Worker At Overall Factory,1920,0,0
586,W,M,24,Presser,1920,1,0
589,W,M,19,Electrician At Light And Power Company,1920,1,0
590,W,F,19,Waitress,1920,0,0
591,W,M,43,City Evangelist At Baptist Church,1920,1,0
592,W,F,33,Social Service Worker At Baptist Church,1920,0,0
595,W,M,30,Mechanic At Motor Company,1920,1,0
597,W,M,38,Shoemaker At Repair Shop,1920,1,0
600,B,M,38,Waswoman At Home,1920,1,1
601,B,M,19,Cleaner,1920,1,1
602,B,M,47,Laborer,1920,1,1
603,B,F,44,Washwoman,1920,0,1
604,W,M,50,Bricklayer,1920,1,0
606,W,M,15,Assistant,1920,1,0
607,W,M,35,Laborer,1920,1,0
609,W,M,46,Baker At Bakery,1920,1,0
610,B,M,24,Cleaner,1920,1,1
611,B,F,28,Maid,1920,0,1
612,B,F,21,Maid,1920,0,1
613,B,F,24,Cook,1920,0,1
614,B,F,37,Cook,1920,0,1
615,B,M,35,Laborer,1920,1,1
616,B,F,31,Washwoman,1920,0,1
617,B,M,34,Janitor,1920,1,1
621,W,M,34,Conductor At Pullman Company,1920,1,0
623,W,M,47,Carpenter,1920,1,0
625,W,M,21,Double Checker At Drug Company,1920,1,0
626,W,M,19,Electrician At Railway Shops,1920,1,0
631,W,M,61,Veterinary Surgeon At General Practice,1920,1,0
633,W,F,22,Chemist At Sulphur Company,1920,0,0
635,W,M,41,Mover At Piano Company,1920,1,0
637,W,M,23,Clerk,1920,1,0
638,W,M,31,Carpenter,1920,1,0
639,W,M,61,Painter At Job,1920,1,0
641,W,F,24,Operator At Comptomete Railway Company,1920,0,0
642,W,F,18,Comptemeter Operator At Oil Company,1920,0,0
643,W,M,50,Trader At Home,1920,1,0
644,W,F,41,Seamstress,1920,0,0
645,W,F,23,Stenographer At Auditing Company,1920,0,0
646,W,F,21,Stenographer At Ship Building Company,1920,0,0
647,W,M,19,Painter At Farm,1920,1,0
649,W,M,54,Carpenter,1920,1,0
650,W,F,19,Stenographer At Dry Goods Company,1920,0,0
651,W,M,59,Private Detective At Oil Company,1920,1,0
653,W,M,28,Clerk,1920,1,0
654,W,F,22,Physical Director At High School,1920,0,0
655,B,M,28,Laborer,1920,1,1
659,B,F,31,Cook,1920,0,1
660,B,M,46,Porter,1920,1,1
662,B,M,23,Teacher At Colored Academy ,1920,1,1
663,B,M,21,Chauffeur,1920,1,1
664,B,M,18,Chauffeur,1920,1,1
666,B,M,13,Delivery Boy At Drug Store,1920,1,1
672,W,F,40,Dressmaker At Home,1920,0,0
673,W,M,34,Clerk,1920,1,0
679,W,F,29,Stenographer At Sign Company,1920,0,0
681,W,F,37,Cashier At Moving Picture Company,1920,0,0
682,B,M,32,Driver,1920,1,1
685,B,M,46,Driver,1920,1,1
687,B,M,30,Laborer,1920,1,1
691,B,M,36,Driver,1920,1,1
693,B,F,26,Waitress,1920,0,1
695,B,F,27,Waitress,1920,0,1
696,B,M,28,Contracter At Papering And Plaster,1920,1,1
699,B,M,59,Switchman At Railway Company,1920,1,1
702,B,M,45,Driver,1920,1,1
703,B,F,38,Washwoman,1920,0,1
705,B,M,25,Carriage Man At Sawmill,1920,1,1
707,W,M,36,Well Driller At Water Company,1920,1,0
709,W,M,55,Physician At General Practice,1920,1,0
711,W,M,23,Oil Scout At Oil Company,1920,1,0
712,W,M,21,Chauffeur,1920,1,0
716,W,F,26,Lawyer At General Practice,1920,0,0
717,B,F,30,Cook,1920,0,1
718,B,M,24,Carpenter,1920,1,1
719,B,F,29,Cook,1920,0,1
720,B,F,22,Waitress,1920,0,1
721,B,M,20,Porter,1920,1,1
722,B,M,20,Porter,1920,1,1
723,W,M,39,Clerk,1920,1,0
725,W,M,14,Newsboy (Carrier) At N Paper Company,1920,1,0
729,W,F,29,Cashier At Restaurant,1920,0,0
731,B,M,46,Driver,1920,1,1
733,B,M,36,Porter,1920,1,1
734,B,F,31,Cook,1920,0,1
735,B,M,28,Owner of Business,1920,1,1
738,B,F,26,Cook,1920,0,1
739,B,F,29,Owner of Business,1920,0,1
740,B,M,28,Porter,1920,1,1
741,B,M,26,Waitress,1920,1,1
742,B,F,28,Manicuring At Private Homes,1920,0,1
743,B,F,23,Maid,1920,0,1
744,B,M,22,Chauffeur,1920,1,1
745,B,M,23,Laborer,1920,1,1
746,B,F,26,Cook,1920,0,1
747,B,F,20,Maid,1920,0,1
748,B,M,29,Porter,1920,1,1
749,B,M,28,Renter At Farm,1920,1,1
750,B,F,35,Washwoman,1920,0,1
752,B,M,22,Waitress,1920,1,1
753,B,M,25,Cook,1920,1,1
755,B,M,25,Janitor,1920,1,1
756,B,F,20,Cook,1920,0,1
757,B,M,19,Carrier At Drug Store,1920,1,1
758,B,F,27,Dressmaker At Home,1920,0,1
759,B,F,47,Washwoman,1920,0,1
760,B,M,50,Laborer,1920,1,1
761,B,M,27,Trucking At R.R. Freight,1920,1,1
763,B,M,23,Trucking At R.R. Freight,1920,1,1
764,B,M,20,Trimmer At Hat Company,1920,1,1
765,B,M,20,Assistant,1920,1,1
766,B,M,17,Cook,1920,1,1
767,B,F,27,Waitress,1920,0,1
768,B,M,40,Laborer,1920,1,1
769,B,M,28,Chauffeur,1920,1,1
770,B,F,48,Owner of Business,1920,0,1
772,B,M,26,Porter,1920,1,1
773,B,F,26,Seamstress,1920,0,1
774,B,M,28,Trucker At Freight House,1920,1,1
775,B,F,28,Maid,1920,0,1
776,B,M,26,Mechanic At Garage,1920,1,1
777,B,M,40,Laborer,1920,1,1
778,B,M,33,Waitress,1920,1,1
779,B,M,29,Laborer,1920,1,1
780,B,M,35,Longshoreman At Ship Channel,1920,1,1
781,B,M,25,Longshoreman At Ship Channel,1920,1,1
782,B,M,24,Laborer,1920,1,1
783,B,M,31,Laborer,1920,1,1
784,B,F,29,Maid,1920,0,1
786,B,M,25,Laborer,1920,1,1
787,B,M,42,Minister At Mission Baptist Church,1920,1,1
788,B,M,50,Contractor At Buildings,1920,1,1
790,B,M,41,Driver,1920,1,1
791,B,F,28,Seamstress,1920,0,1
795,B,F,24,Laundress,1920,0,1
796,B,M,40,Carpenter,1920,1,1
797,B,F,36,Washwoman,1920,0,1
798,B,M,20,Porter,1920,1,1
800,B,F,42,Laundress,1920,0,1
803,B,M,35,Driver,1920,1,1
804,B,F,35,Maid,1920,0,1
806,B,F,10,Office Girl At Physician,1920,0,1
807,B,F,23,Doctors Assistant At Surgery,1920,0,1
808,B,M,27,Machinist At Cobton Oil Company,1920,1,1
809,B,M,24,Machinist At R.R. Traction Company,1920,1,1
810,B,M,19,Laborer,1920,1,1
811,B,M,41,Laborer,1920,1,1
812,B,F,31,Maid,1920,0,1
813,B,F,38,Washwoman,1920,0,1
814,B,M,33,Laborer,1920,1,1
815,B,M,35,Laborer,1920,1,1
816,B,M,40,Laborer,1920,1,1
818,B,M,33,Porter,1920,1,1
819,B,F,29,Maid,1920,0,1
821,B,F,27,Cook,1920,0,1
822,B,M,28,Laborer,1920,1,1
823,B,M,34,Laborer,1920,1,1
824,B,F,40,Stretching Curtains  At Home,1920,0,1
825,B,M,25,Laborer,1920,1,1
826,B,M,24,Laborer,1920,1,1
827,B,F,44,Hat Dresser At Home,1920,0,1
828,B,F,25,Manicures At Beauty Parlor,1920,0,1
829,B,M,32,Bell Boy At Hotel,1920,1,1
830,B,M,23,Porter,1920,1,1
831,B,M,23,Porter,1920,1,1
832,B,M,23,Window Trimmer At Department Store,1920,1,1
834,B,M,21,Bell Boy At Hotel,1920,1,1
835,B,M,20,Bell Boy At Hotel,1920,1,1
836,B,F,22,Soda Dispenser At Drug Store,1920,0,1
837,B,M,22,Porter,1920,1,1
839,B,M,48,Switchman At Railway Company,1920,1,1
842,B,M,56,Renter At Truck Farm,1920,1,1
845,B,M,69,Laborer,1920,1,1
846,B,M,45,Owner of Business,1920,1,1
847,B,F,39,Cook,1920,0,1
849,B,M,52,Yardman At Private Family,1920,1,1
850,B,M,23,Laborer,1920,1,1
851,B,F,27,Washwoman,1920,0,1
852,B,F,14,Maid,1920,0,1
853,B,F,43,Washwoman,1920,0,1
854,B,M,24,Chauffeur,1920,1,1
855,B,M,28,Trucker At Cotton Press,1920,1,1
856,B,F,26,Washwoman,1920,0,1
860,W,M,37,Worker At Macaroni Factory,1920,1,0
865,W,M,68,Owner of Business,1920,1,0
875,B,M,38,Brakeman At R.Road Company,1920,1,1
876,B,F,35,Owner of Business,1920,0,1
877,B,M,15,Assistant,1920,1,1
881,B,M,45,Plumber At Hotel,1920,1,1
882,B,F,32,Washwoman,1920,0,1
883,B,M,40,Assistant,1920,1,1
884,B,F,36,Cook,1920,0,1
885,B,M,21,Performer At Theatrical Company,1920,1,1
886,B,F,18,Performer At Theatrical Company,1920,0,1
887,B,M,35,Chauffeur,1920,1,1
888,B,M,39,Assistant,1920,1,1
