,Race,Sex,Age,Occupation,Year,Male,B
889,B,F,36,Owner of Business,1920,0,1
890,B,M,22,Laborer,1920,1,1
894,B,M,30,Laborer,1920,1,1
895,B,M,32,Owner of Business,1920,1,1
896,B,M,50,Laborer,1920,1,1
897,B,M,30,Laborer,1920,1,1
898,B,M,40,Laborer,1920,1,1
899,B,M,33,Driver,1920,1,1
901,B,F,42,Washwoman,1920,0,1
902,B,M,33,Teamster At Lumber Company,1920,1,1
903,B,F,27,Washwoman,1920,0,1
904,B,M,10,Delivery Boy At Grocery,1920,1,1
906,B,M,23,Repairman At Auto Line,1920,1,1
907,B,M,24,Repairman At Auto Line,1920,1,1
908,B,M,26,Bricklayer,1920,1,1
909,B,F,36,Maid,1920,0,1
910,B,M,33,Assistant,1920,1,1
911,B,F,52,Washwoman,1920,0,1
912,B,F,40,Chambermaid At Hotel,1920,0,1
913,B,M,30,Boiler At Paper Factory,1920,1,1
914,B,M,48,Owner of Business,1920,1,1
915,B,F,47,Manager,1920,0,1
916,B,M,30,Cook,1920,1,1
917,B,M,26,Soldier At Us Army,1920,1,1
918,B,F,24,Washwoman,1920,0,1
919,B,M,32,Owner of Business,1920,1,1
921,B,M,38,Concreter At Buildings,1920,1,1
922,B,F,26,Maid,1920,0,1
924,B,M,57,Barber,1920,1,1
925,B,F,52,Nurse,1920,0,1
926,B,F,26,Show Boss At Laundry,1920,0,1
929,B,M,26,Tailor At Shop,1920,1,1
931,B,F,50,Washwoman,1920,0,1
932,B,F,33,Washwoman,1920,0,1
933,B,F,30,Dressmaker At Home,1920,0,1
934,B,M,20,Teamster At Oil Company,1920,1,1
935,B,M,23,Teamster At Oil Company,1920,1,1
936,B,F,23,Hairdresser At Home,1920,0,1
938,B,M,22,Laborer,1920,1,1
939,B,F,22,Maid,1920,0,1
940,B,F,28,Washwoman,1920,0,1
941,B,F,25,Maid,1920,0,1
942,B,M,47,Laborer,1920,1,1
943,B,M,45,Owner of Business,1920,1,1
944,B,M,49,Laborer,1920,1,1
945,B,M,40,Laborer,1920,1,1
946,B,F,42,Washwoman,1920,0,1
947,B,M,17,Delivery Boy At Market,1920,1,1
948,B,M,37,Hod Carrier At Buildings,1920,1,1
949,B,M,35,Chauffeur,1920,1,1
951,B,M,64,Owner of Business,1920,1,1
952,B,F,54,Midwife At General Practice,1920,0,1
953,B,M,21,Chauffeur,1920,1,1
954,B,F,43,Laundress,1920,0,1
955,B,F,22,Nurse,1920,0,1
956,B,F,24,Maid,1920,0,1
957,B,M,20,Waitress,1920,1,1
958,B,M,59,Owner of Business,1920,1,1
959,B,M,59,Minister At Miss. Baptist Church,1920,1,1
960,B,F,42,Laundress,1920,0,1
961,B,M,36,Contractor At Electrician,1920,1,1
963,B,M,25,Cook,1920,1,1
964,B,M,38,Painter At Buildings,1920,1,1
965,B,F,35,Laundress,1920,0,1
966,B,M,15,Driver,1920,1,1
967,B,M,38,Laborer,1920,1,1
968,B,F,27,Cook,1920,0,1
971,B,M,47,Owner of Business,1920,1,1
972,B,M,49,Yardman At Private Family,1920,1,1
973,B,F,37,Dressmaker At Home,1920,0,1
974,B,M,20,Busboy At Restaurant ,1920,1,1
975,B,M,24,Chauffeur,1920,1,1
976,B,M,48,Carpenter,1920,1,1
977,B,F,27,Owner of Business,1920,0,1
979,B,F,19,Farm Help At Farm,1920,0,1
980,B,F,22,Cook,1920,0,1
981,B,M,25,Porter,1920,1,1
982,B,M,22,Laborer,1920,1,1
983,B,F,21,Maid,1920,0,1
984,B,F,44,Washwoman,1920,0,1
985,B,M,17,Assistant,1920,1,1
986,B,M,32,Loading A Truck At Wholesale Grocery,1920,1,1
987,B,F,25,Maid,1920,0,1
989,B,M,20,Laborer,1920,1,1
990,B,M,37,Mover At Transfer Company,1920,1,1
991,B,F,33,Hairdresser At Home,1920,0,1
992,B,M,11,Barber,1920,1,1
993,B,M,46,Laborer,1920,1,1
995,B,M,32,Washwoman,1920,1,1
1000,B,M,23,Driver,1920,1,1
1001,B,F,29,Washwoman,1920,0,1
1003,B,M,20,Laborer,1920,1,1
1004,B,M,17,Driver,1920,1,1
1005,B,M,30,Digger At Oil Company,1920,1,1
1006,B,M,25,Digger At Oil Company,1920,1,1
1007,B,F,35,Maid,1920,0,1
1008,B,M,34,Driver,1920,1,1
1009,B,F,29,Dressmaker At Home,1920,0,1
1011,B,F,40,Owner of Business,1920,0,1
1012,B,M,38,Driver,1920,1,1
1013,B,M,40,Porter,1920,1,1
1014,B,M,51,Waitress,1920,1,1
1015,B,M,45,Barber,1920,1,1
1016,B,M,62,Longshoreman At Fishing Basin,1920,1,1
1017,B,F,43,Owner of Business,1920,0,1
1019,B,F,46,Cook,1920,0,1
1020,B,M,33,Laborer,1920,1,1
1021,B,F,23,Waitress,1920,0,1
1022,B,F,25,Cook,1920,0,1
1023,B,M,18,Chauffeur,1920,1,1
1024,B,M,23,Laborer,1920,1,1
1025,B,M,26,Laborer,1920,1,1
1026,B,F,29,Ironer At Laundry,1920,0,1
1027,B,M,40,Owner of Business,1920,1,1
1028,B,F,33,Manager,1920,0,1
1029,B,M,16,Porter,1920,1,1
1030,B,M,34,Truckman At Railroad Freight,1920,1,1
1032,B,M,30,Cook,1920,1,1
1035,B,M,53,Owner of Business,1920,1,1
1036,B,M,21,Laborer,1920,1,1
1037,B,M,32,Owner of Business,1920,1,1
1038,B,F,32,Dressmaker At Home,1920,0,1
1039,B,M,22,Chauffeur,1920,1,1
1041,B,M,14,Porter,1920,1,1
1042,B,M,12,Dishwasher At Private Home,1920,1,1
1043,B,M,10,Dishwasher At Private Home,1920,1,1
1045,B,F,14,Assistant,1920,0,1
1046,B,M,22,Laborer,1920,1,1
1047,B,F,22,Cook,1920,0,1
1048,B,M,26,Driver,1920,1,1
1049,B,F,25,Washwoman,1920,0,1
1050,B,M,12,Yardboy At Private Family,1920,1,1
1053,B,M,18,Chauffeur,1920,1,1
1054,B,M,19,Porter,1920,1,1
1055,B,M,21,Porter,1920,1,1
1056,B,M,20,Laborer,1920,1,1
1057,B,M,22,Laborer,1920,1,1
1058,B,M,16,Porter,1920,1,1
1059,B,M,30,Porter,1920,1,1
1060,B,F,32,Hairdresser At Home,1920,0,1
1064,W,M,20,Seller At Newspapers ,1920,1,0
1068,W,M,27,Laborer,1920,1,0
1069,W,M,22,Laborer,1920,1,0
1070,B,M,36,Carpet Maker At Furniture,1920,1,1
1071,B,F,35,Washwoman,1920,0,1
1076,B,M,26,Driver,1920,1,1
1077,B,F,27,Maid,1920,0,1
1078,B,F,22,Cook,1920,0,1
1079,B,F,21,Servant,1920,0,1
1080,B,F,37,Owner of Business,1920,0,1
1081,B,F,17,Nurse,1920,0,1
1082,B,M,16,Waitress,1920,1,1
1083,B,M,46,Driver,1920,1,1
1084,B,M,40,Washer At Laundry,1920,1,1
1085,B,M,19,Laborer,1920,1,1
1086,B,M,30,Laborer,1920,1,1
1089,B,M,28,Maid,1920,1,1
1090,B,F,22,Maid,1920,0,1
1091,B,M,27,Laborer,1920,1,1
1092,B,M,27,Laborer,1920,1,1
1093,B,F,26,Laundress,1920,0,1
1095,B,M,32,Laborer,1920,1,1
1096,B,F,37,Maid,1920,0,1
1098,B,M,30,Machinist At Railway Company,1920,1,1
1101,B,M,32,Mechanic At Auto Line,1920,1,1
1102,B,F,23,Cook,1920,0,1
1103,B,F,22,Maid,1920,0,1
1104,B,F,19,Maid,1920,0,1
1105,B,M,20,Driver,1920,1,1
1106,B,M,17,Dishwasher At Pullman,1920,1,1
1107,B,M,28,Assistant,1920,1,1
1108,B,F,26,Seamstress,1920,0,1
1110,B,F,28,Washer At Dairy,1920,0,1
1111,B,F,37,Seamstress,1920,0,1
1112,B,F,27,Cleaner,1920,0,1
1113,B,M,35,Laborer,1920,1,1
1114,B,F,25,Washwoman,1920,0,1
1115,B,M,28,Contractor At Concrete Work,1920,1,1
1116,B,M,39,Laborer,1920,1,1
1117,B,M,36,Laborer,1920,1,1
1118,B,M,45,Laborer,1920,1,1
1119,B,M,25,Dispenser At Soda,1920,1,1
1122,B,M,16,Cook,1920,1,1
1123,B,M,35,Laborer,1920,1,1
1124,B,M,28,Driver,1920,1,1
1125,W,M,40,Owner of Business,1920,1,0
1126,W,F,36,Owner of Business,1920,0,0
1128,B,M,25,Detective At Police Department ,1920,1,1
1129,B,F,26,Seamstress,1920,0,1
1131,B,M,19,Elevator Man At Skyscraper,1920,1,1
1132,B,F,17,Nurse,1920,0,1
1134,B,M,47,Barber,1920,1,1
1135,B,M,28,Tailor At Own Shop,1920,1,1
1136,B,M,20,Laborer,1920,1,1
1137,B,M,54,Merchant At Produce,1920,1,1
1138,B,M,38,Laborer,1920,1,1
1139,B,F,25,Washwoman,1920,0,1
1141,B,F,22,Waitress,1920,0,1
1143,B,F,22,Washwoman,1920,0,1
1144,B,M,32,Laborer,1920,1,1
1145,B,M,50,Owner of Business,1920,1,1
1146,B,M,29,Manager,1920,1,1
1147,B,F,34,Laborer,1920,0,1
1148,B,M,35,Repairer At Automobile Company,1920,1,1
1149,B,F,22,Washwoman,1920,0,1
1150,B,F,18,Cook,1920,0,1
1151,B,M,27,Mechanic At Railroad Company,1920,1,1
1152,B,F,28,Washwoman,1920,0,1
1153,B,M,39,Laborer,1920,1,1
1154,B,M,22,Laborer,1920,1,1
1156,B,M,45,Owner of Business,1920,1,1
1157,B,M,55,Laborer,1920,1,1
1158,B,M,35,Dealer At Fish And Oysters,1920,1,1
1159,W,M,39,Owner of Business,1920,1,0
1161,W,M,28,Merchant At Grocery Store,1920,1,0
1163,B,M,50,Pastor At Colored Baptist Church,1920,1,1
1166,B,M,60,Cook,1920,1,1
1167,B,M,56,Farmer At Cotton And Corn,1920,1,1
1169,B,M,69,Laborer,1920,1,1
1170,B,M,75,Glassier (Retired) At Buildings,1920,1,1
1171,B,F,37,Laundress,1920,0,1
1173,B,M,68,Laborer,1920,1,1
1174,B,F,27,Maid,1920,0,1
1175,B,M,27,Porter,1920,1,1
1176,B,M,18,Laborer,1920,1,1
1177,B,F,21,Dresser At Laundry,1920,0,1
1178,B,M,24,Laborer,1920,1,1
1179,B,M,21,Laborer,1920,1,1
1181,B,F,32,Cook,1920,0,1
1182,B,F,23,Maid,1920,0,1
1183,B,M,22,Laborer,1920,1,1
1185,B,F,32,Sorter At Laundry,1920,0,1
1186,B,F,22,Market At Laundry,1920,0,1
1187,B,M,38,Laborer,1920,1,1
1189,B,F,51,Midwife At General Practice,1920,0,1
1190,B,M,23,Laborer,1920,1,1
1194,B,M,29,Waitress,1920,1,1
1195,B,F,23,Seamstress,1920,0,1
1198,B,M,36,Messman At Steamboat Company,1920,1,1
1199,B,F,31,Washwoman,1920,0,1
1200,B,F,21,Washwoman,1920,0,1
1202,B,M,55,Stableman At Laundry,1920,1,1
1203,B,F,20,Worker At Laundry,1920,0,1
1205,B,M,50,Paperhanger At Houses,1920,1,1
1206,B,M,47,Owner of Business,1920,1,1
1208,B,F,21,Barber,1920,0,1
1212,B,M,50,Carpenter,1920,1,1
1213,B,M,48,Laborer,1920,1,1
1214,B,F,42,Beauty Culture At Homes,1920,0,1
1215,B,M,48,Carpenter,1920,1,1
1217,B,M,64,Nurse,1920,1,1
1218,B,F,32,Maid,1920,0,1
1220,B,M,23,Mechanic At Ford Plant,1920,1,1
1221,B,M,54,Renter At Farm,1920,1,1
1222,B,F,41,Owner of Business,1920,0,1
1224,B,M,37,Laborer,1920,1,1
1225,B,M,39,Laborer,1920,1,1
1226,B,M,34,Chauffeur,1920,1,1
1227,B,F,28,Cook,1920,0,1
1228,B,F,19,Cook,1920,0,1
1229,B,M,24,Laborer,1920,1,1
1231,B,M,24,Laborer,1920,1,1
1234,B,F,67,Owner of Business,1920,0,1
1236,B,M,23,Cook,1920,1,1
1237,B,M,47,Longshoreman At Port,1920,1,1
1238,B,F,47,Seamstress,1920,0,1
1241,B,M,19,Driver,1920,1,1
1242,B,M,69,Owner of Business,1920,1,1
1243,B,M,40,Assistant,1920,1,1
1244,B,M,44,Longshoreman At Steam Ship,1920,1,1
1249,B,M,27,Laborer,1920,1,1
1250,B,F,25,Washwoman,1920,0,1
1251,B,M,31,Longshoreman At Ship Channel,1920,1,1
1252,B,F,42,Missionary At Baptist Church,1920,0,1
1253,B,M,25,Fireman At Laundry,1920,1,1
1258,B,M,43,Colored Minister At Baptist Church,1920,1,1
1259,B,M,50,Driver,1920,1,1
1260,B,F,43,Washwoman,1920,0,1
1263,B,M,37,Porter,1920,1,1
1267,B,M,22,Porter,1920,1,1
1268,B,F,40,Cook,1920,0,1
1269,B,F,25,Cook,1920,0,1
1270,B,M,40,Cleaner,1920,1,1
1272,B,F,20,Cook,1920,0,1
1273,B,F,19,Folder At Laundry,1920,0,1
1276,B,M,14,Newsboy At Paper Company,1920,1,1
1281,W,M,28,Cook,1920,1,0
1282,B,M,19,Porter,1920,1,1
1283,B,F,39,Maid,1920,0,1
1284,B,M,35,Porter,1920,1,1
1285,B,M,48,Laborer,1920,1,1
1286,B,F,35,Washwoman,1920,0,1
1287,B,F,27,Washwoman,1920,0,1
1288,W,M,37,Laborer,1920,1,0
1292,W,M,36,Laborer,1920,1,0
1295,W,M,42,Laborer,1920,1,0
1297,W,M,27,Laborer,1920,1,0
1299,B,F,42,Presser,1920,0,1
1300,B,M,29,Sorter At Hide Company,1920,1,1
1301,B,F,45,Cleaner,1920,0,1
1302,B,F,37,Ladis Tailor At Home,1920,0,1
1303,B,M,20,Primer At Tailor Shop,1920,1,1
1304,B,F,20,Marking Goods At Department Store,1920,0,1
1306,B,F,45,Washwoman,1920,0,1
1307,B,M,29,Tailor At Shop,1920,1,1
1308,B,M,50,Watchman At Garage,1920,1,1
1309,B,F,28,Dressmaker At Home ,1920,0,1
1311,B,F,22,Cook,1920,0,1
1312,B,F,24,Chambermaid At Hotel,1920,0,1
1313,B,M,46,Blacksmith At Own Shop,1920,1,1
1314,B,M,36,Laborer,1920,1,1
1315,B,M,40,Laborer,1920,1,1
1316,B,F,30,Owner of Business,1920,0,1
1319,B,M,27,Porter,1920,1,1
1321,B,F,45,Washwoman,1920,0,1
1322,B,F,26,Washwoman,1920,0,1
1327,B,F,21,Washwoman,1920,0,1
1330,B,M,25,Soldier At Us Army,1920,1,1
1331,B,F,27,Cook,1920,0,1
1332,B,F,28,Presser,1920,0,1
1333,B,F,24,Housekeeper At Private Family,1920,0,1
1334,B,M,35,Driver,1920,1,1
1335,B,F,26,Presser,1920,0,1
1336,B,M,43,Teamster At Transfer Company,1920,1,1
1337,B,F,36,Washwoman,1920,0,1
1341,B,F,37,Nurse,1920,0,1
1342,B,M,39,Laborer,1920,1,1
1343,B,M,36,Fireman At Laundry,1920,1,1
1345,B,M,23,Infantry Soldier At Us Army (New Mex.),1920,1,1
1346,B,F,24,Finisher At Laundry,1920,0,1
1347,B,M,32,Waitress,1920,1,1
1348,B,M,56,Assistant,1920,1,1
1349,B,F,22,Wringer At Laundry,1920,0,1
1350,B,F,34,Seamstress,1920,0,1
1351,B,M,59,Laborer,1920,1,1
1353,B,F,16,Cleaner,1920,0,1
1354,B,M,26,Laborer,1920,1,1
1355,B,F,18,Finisher At Laundry,1920,0,1
1356,B,M,22,Waitress,1920,1,1
1357,B,M,21,Laborer,1920,1,1
1358,B,F,20,Maid,1920,0,1
1359,B,F,20,Cook,1920,0,1
1360,B,F,30,Presser,1920,0,1
1361,B,F,28,Maid,1920,0,1
1362,B,F,27,Washwoman,1920,0,1
1363,B,M,50,Waitress,1920,1,1
1364,B,F,46,Cook,1920,0,1
1365,B,M,13,Delivery Boy At Meat Market,1920,1,1
1366,B,M,28,Washer At Laundry,1920,1,1
1367,B,F,73,Cook,1920,0,1
1369,B,M,47,Engineer At Stationery (Illegible),1920,1,1
1370,B,F,22,Cook,1920,0,1
1371,B,F,30,Washwoman,1920,0,1
1372,B,F,13,Nurse,1920,0,1
1373,B,M,23,Laborer,1920,1,1
1374,B,M,22,Laborer,1920,1,1
1375,B,M,35,Laborer,1920,1,1
1376,B,F,36,Maid,1920,0,1
1377,B,M,38,Porter,1920,1,1
1378,B,F,41,Laundress,1920,0,1
1380,B,M,41,Sampler At Cotton,1920,1,1
1381,B,M,40,Lonshoreman At Shipyard,1920,1,1
1383,B,F,40,Washwoman,1920,0,1
1384,B,M,21,Laborer,1920,1,1
1385,B,M,45,Repairer At Furniture ,1920,1,1
1386,B,M,70,Driver,1920,1,1
1387,W,M,65,Laborer,1920,1,0
1388,B,F,17,Cook,1920,0,1
1389,B,M,32,Laborer,1920,1,1
1390,B,F,28,Cook,1920,0,1
1391,B,M,24,Laborer,1920,1,1
1392,B,F,19,Cook,1920,0,1
1393,B,M,28,Driver,1920,1,1
1396,B,F,24,Waitress,1920,0,1
1397,B,M,40,Cement Worker At Buildings,1920,1,1
1398,W,M,60,Overseer At Oil Pipe Line,1920,1,0
1399,B,F,21,Servant,1920,0,1
1400,B,M,45,Woodcutter At Machine Saw,1920,1,1
1401,B,M,22,Operator At Picture Show,1920,1,1
1402,B,F,20,Washwoman,1920,0,1
1404,B,M,41,Laborer,1920,1,1
1405,B,F,29,Nurse,1920,0,1
1406,B,M,24,Driver,1920,1,1
1409,B,F,32,Washwoman,1920,0,1
1410,B,M,27,Chauffeur,1920,1,1
1411,B,F,32,Maid,1920,0,1
1412,B,M,47,Chauffeur,1920,1,1
1414,B,M,50,Fireman At Oil Mill,1920,1,1
1415,B,M,22,Cleaner,1920,1,1
1417,B,M,20,Porter,1920,1,1
1419,B,F,46,Maid,1920,0,1
1420,B,M,42,Mechanic At Auto Shop,1920,1,1
1422,B,M,30,Laborer,1920,1,1
1423,B,M,37,Loader At Cotton Compress,1920,1,1
1425,B,M,22,Laborer,1920,1,1
1426,B,M,24,Laborer,1920,1,1
1427,B,F,53,Washwoman,1920,0,1
1428,B,F,36,Washwoman,1920,0,1
1429,B,M,26,Manager,1920,1,1
1433,B,F,24,Laborer,1920,0,1
1434,B,M,38,Owner of Business,1920,1,1
1435,B,F,27,Soloist At Pianist,1920,0,1
1437,B,F,30,Barber,1920,0,1
1439,B,M,34,Barber,1920,1,1
1443,B,F,25,Cook,1920,0,1
1444,B,F,28,Bellboy At Hotel,1920,0,1
1446,B,F,45,Washwoman,1920,0,1
1447,B,M,43,Porter,1920,1,1
1448,B,F,24,Marker At Laundry,1920,0,1
1449,B,M,25,Driver,1920,1,1
1450,B,F,23,Dressmaker At Home,1920,0,1
1453,B,F,25,Cook,1920,0,1
1455,B,F,21,Maid,1920,0,1
1456,B,F,24,Cook,1920,0,1
1457,B,F,25,Housemaid At Hotel,1920,0,1
1458,B,M,24,Laborer,1920,1,1
1459,B,M,24,Chauffeur,1920,1,1
1460,B,M,21,Laborer,1920,1,1
1461,B,F,26,Washwoman,1920,0,1
1462,B,F,26,Seamstress,1920,0,1
1463,B,F,28,Nurse,1920,0,1
1464,B,M,33,Laborer,1920,1,1
1465,B,F,27,Market At Department Store,1920,0,1
1468,B,M,24,Driver,1920,1,1
1470,B,F,45,Washwoman,1920,0,1
1471,B,F,19,Maid,1920,0,1
1473,B,M,35,Wringer At Laundry,1920,1,1
1475,B,M,35,Waitress,1920,1,1
1476,B,M,44,Straw Boss At Gas Plant,1920,1,1
1477,B,F,38,Washwoman,1920,0,1
1478,B,M,42,Cook,1920,1,1
1479,B,F,23,Cook,1920,0,1
1480,B,M,40,Laborer,1920,1,1
1481,B,F,41,Washwoman,1920,0,1
1482,B,M,39,Plumber At Buildings,1920,1,1
1483,B,M,52,Barber,1920,1,1
1484,B,F,47,Washwoman,1920,0,1
1485,B,M,25,Laborer,1920,1,1
1487,B,M,47,Herb Doctor At General Practice,1920,1,1
1488,B,F,37,Hair Culture At Home,1920,0,1
1489,B,M,40,Laborer,1920,1,1
1490,B,F,38,Washwoman,1920,0,1
1491,B,M,12,Laborer,1920,1,1
1492,B,M,6,Manager,1920,1,1
1493,B,M,20,Presser,1920,1,1
1494,B,M,34,Porter,1920,1,1
1495,B,F,32,Washwoman,1920,0,1
1496,B,M,43,Porter,1920,1,1
1498,B,M,31,Mechanic At Garage,1920,1,1
1500,B,M,40,Laborer,1920,1,1
1501,B,M,20,Porter,1920,1,1
1502,B,M,51,Waitress,1920,1,1
1503,B,M,48,Porter,1920,1,1
1504,B,M,34,Porter,1920,1,1
1505,B,M,48,Waitress,1920,1,1
1506,B,M,33,Carpenter,1920,1,1
1507,B,M,35,Teamster At Hauling Company,1920,1,1
1508,B,M,26,Dishwasher At Resteaurant,1920,1,1
1510,B,M,17,Porter,1920,1,1
1511,B,F,32,Washwoman,1920,0,1
1512,B,F,22,Presser,1920,0,1
1513,B,M,29,Wringer At Laundry,1920,1,1
1514,B,F,25,Cleaner,1920,0,1
1515,B,F,29,Cook,1920,0,1
1516,B,M,32,Wringer At Laundry,1920,1,1
1517,B,M,39,Longshoreman At Ship Channel,1920,1,1
1520,B,F,35,Haidresser At Home,1920,0,1
1521,B,F,25,Maid,1920,0,1
1522,B,M,29,Porter,1920,1,1
1523,B,M,35,Porter,1920,1,1
1524,B,F,28,Washwoman,1920,0,1
1526,B,F,32,Haidresser At Home,1920,0,1
1527,B,M,32,Waitress,1920,1,1
1528,B,M,25,Assistant,1920,1,1
1531,B,F,26,Washwoman,1920,0,1
1533,B,F,23,Cook,1920,0,1
1534,B,F,19,Maid,1920,0,1
1535,B,M,27,Driver,1920,1,1
1536,B,M,39,Driver,1920,1,1
1537,B,F,43,Starcher At Laundry,1920,0,1
1539,B,F,28,Washwoman,1920,0,1
1540,B,F,50,Washwoman,1920,0,1
1541,B,M,40,Dishwasher At Restaurant,1920,1,1
1542,B,M,34,Cook,1920,1,1
1543,B,M,36,Driver,1920,1,1
1544,B,F,28,Waitress,1920,0,1
1547,B,M,26,Driver,1920,1,1
1549,B,M,38,Laborer,1920,1,1
1551,B,F,36,Cook,1920,0,1
1552,B,M,26,Laborer,1920,1,1
1553,B,F,27,Cook,1920,0,1
1554,B,M,17,Waitress,1920,1,1
1555,B,M,23,Mechanic At Garage,1920,1,1
1556,B,F,22,Ticket Seller At Moving Picture Company,1920,0,1
1558,B,M,38,Laborer,1920,1,1
1560,B,F,30,Teacher At Kindergarten,1920,0,1
1562,B,F,22,Secretary At Secret Society,1920,0,1
1563,B,M,36,Porter,1920,1,1
1569,B,M,31,Porter,1920,1,1
1570,B,M,36,Laborer,1920,1,1
1571,B,F,38,Washwoman,1920,0,1
1572,B,M,27,Carpenter,1920,1,1
1573,B,F,23,Cook,1920,0,1
1574,B,M,45,Switchman At Railway Yard,1920,1,1
1578,B,M,46,Porter,1920,1,1
1579,B,M,30,Straw Boss At Railway Freight,1920,1,1
1580,B,M,25,Stockman At Paint Company,1920,1,1
1582,W,M,36,Cleaner,1920,1,0
1590,B,F,54,Presser,1920,0,1
1591,B,M,29,Bellboy At Hotel,1920,1,1
1592,B,F,27,Nurse,1920,0,1
1593,B,M,24,Porter,1920,1,1
1594,B,M,24,Mechanic At Autoline,1920,1,1
1595,B,F,23,Dressmaker At Home,1920,0,1
1596,B,M,54,Preacher At Miss. Baptist Church,1920,1,1
1597,B,F,49,Seamstress,1920,0,1
1598,B,M,14,Manager,1920,1,1
1599,B,M,24,Cook,1920,1,1
1600,B,F,22,Ticket Collector At Moving Picture Theater,1920,0,1
1601,B,M,17,Cook,1920,1,1
1604,B,M,25,Porter,1920,1,1
1606,B,M,22,Driver,1920,1,1
1608,B,F,32,Housekeeper At Private Party,1920,0,1
1609,B,M,36,Chefcook At Club,1920,1,1
1610,B,M,58,Porter,1920,1,1
1611,B,F,22,Manager,1920,0,1
1612,B,M,25,Laborer,1920,1,1
1613,B,M,49,Driver,1920,1,1
1614,B,M,25,Porter,1920,1,1
1615,B,M,25,Cook,1920,1,1
1616,B,M,20,Porter,1920,1,1
1617,B,F,26,Washwoman,1920,0,1
1620,B,M,35,Cook,1920,1,1
1621,B,M,32,Egg Classer At Whole Produce Company,1920,1,1
1622,B,F,25,Maid,1920,0,1
1623,B,M,47,Cleaner,1920,1,1
1625,B,M,15,Driver,1920,1,1
1627,B,M,30,Laobrer At Buildings,1920,1,1
1629,B,M,30,Laborer,1920,1,1
1631,B,F,63,Washwoman,1920,0,1
1632,B,M,24,Cook,1920,1,1
1633,B,F,22,Presser,1920,0,1
1634,B,M,38,Assistant Warehouse At Refining Company,1920,1,1
1635,B,F,41,Owner of Business,1920,0,1
1637,B,M,21,Cook,1920,1,1
1638,B,M,36,Porter,1920,1,1
1639,B,F,29,Beauty Culturist At Parlor,1920,0,1
1640,B,M,27,Clerk,1920,1,1
1641,B,F,34,Shirt Finisher At Laundry,1920,0,1
1642,B,M,37,Mover At Piano Company,1920,1,1
1643,B,M,37,Laborer,1920,1,1
1644,B,F,24,Maid,1920,0,1
1646,B,M,24,Waitress,1920,1,1
1647,B,F,26,Washwoman,1920,0,1
1648,B,M,43,Laborer,1920,1,1
1649,B,M,40,Chauffeur,1920,1,1
1650,B,M,38,Garbage Man City,1920,1,1
1652,B,M,28,Laborer,1920,1,1
1653,B,F,31,Garbage Man At City,1920,0,1
1654,B,M,39,Washwoman,1920,1,1
1655,B,F,53,Carpenter,1920,0,1
1656,B,F,38,Waitress,1920,0,1
